,id,zipcode,price,median_price,condition,status_purchase
60,9368700031,98178,195000.0,278277.0,3,Yes
61,1180500100,98178,353000.0,278277.0,3,No
62,3991400080,98178,499900.0,278277.0,3,No
63,3352402195,98178,169000.0,278277.0,3,Yes
64,2328800130,98178,220000.0,278277.0,3,Yes
65,9282801950,98178,279000.0,278277.0,3,No
66,3348401319,98178,372500.0,278277.0,3,No
67,8068000585,98178,235000.0,278277.0,5,Yes
68,623059016,98178,1100000.0,278277.0,3,No
69,7129300420,98178,258000.0,278277.0,5,Yes
70,4060000440,98178,241000.0,278277.0,3,Yes
71,185000161,98178,261000.0,278277.0,3,Yes
72,7878400022,98178,390000.0,278277.0,3,No
73,4141680190,98178,375000.0,278277.0,3,No
74,3810000020,98178,352000.0,278277.0,3,No
75,4058801310,98178,287000.0,278277.0,3,No
76,8068000305,98178,241000.0,278277.0,3,Yes
77,8067000020,98178,295000.0,278277.0,3,No
78,4058801702,98178,800000.0,278277.0,3,No
79,9368700006,98178,375000.0,278277.0,3,No
80,1180008315,98178,212000.0,278277.0,5,Yes
81,3810000480,98178,350000.0,278277.0,5,No
82,4327600010,98178,336000.0,278277.0,3,No
83,3878900185,98178,303100.0,278277.0,3,No
84,8069000216,98178,356200.0,278277.0,5,No
85,7657000225,98178,205000.0,278277.0,3,Yes
86,4058200630,98178,353000.0,278277.0,4,No
87,7130300170,98178,552000.0,278277.0,4,No
88,6706200130,98178,343000.0,278277.0,3,No
89,1823059106,98178,288250.0,278277.0,3,No
90,3352400330,98178,216000.0,278277.0,3,Yes
91,3810000455,98178,340000.0,278277.0,3,No
92,4136800205,98178,258000.0,278277.0,3,Yes
93,4058200985,98178,472000.0,278277.0,4,No
94,7812800865,98178,170000.0,278277.0,3,Yes
95,7657600195,98178,199950.0,278277.0,3,Yes
96,1180000625,98178,315000.0,278277.0,3,No
97,7812801115,98178,153000.0,278277.0,3,Yes
98,9282800065,98178,203000.0,278277.0,3,Yes
99,3348401095,98178,210000.0,278277.0,3,Yes
100,3878900815,98178,361000.0,278277.0,3,No
101,8068000730,98178,315000.0,278277.0,5,No
102,9218400088,98178,495000.0,278277.0,3,No
103,2144800615,98178,190000.0,278277.0,3,Yes
104,2520900301,98178,239300.0,278277.0,3,Yes
105,2172000846,98178,248000.0,278277.0,3,Yes
106,7657600025,98178,289900.0,278277.0,3,No
107,7812800515,98178,159075.0,278277.0,3,Yes
108,7689600650,98178,323500.0,278277.0,3,No
109,4058801225,98178,350000.0,278277.0,4,No
110,3352400325,98178,225000.0,278277.0,3,Yes
111,1180007005,98178,265950.0,278277.0,4,Yes
112,372000040,98178,304000.0,278277.0,3,No
113,3878900395,98178,323000.0,278277.0,3,No
114,179001425,98178,230000.0,278277.0,3,Yes
115,4058801065,98178,272000.0,278277.0,5,Yes
116,2976800115,98178,349170.0,278277.0,3,No
117,7812800775,98178,264250.0,278277.0,3,Yes
118,4059400265,98178,339950.0,278277.0,4,No
119,7390400026,98178,315000.0,278277.0,3,No
120,2144800117,98178,270000.0,278277.0,3,Yes
121,4058801230,98178,256000.0,278277.0,3,Yes
122,1123049129,98178,284200.0,278277.0,3,No
123,7812801925,98178,230000.0,278277.0,4,Yes
124,5476800069,98178,292050.0,278277.0,3,No
125,4440400125,98178,228000.0,278277.0,3,Yes
126,9282800075,98178,339000.0,278277.0,4,No
127,1180002075,98178,235000.0,278277.0,3,Yes
128,3878900270,98178,466000.0,278277.0,4,No
129,179000505,98178,257000.0,278277.0,3,Yes
130,7812800681,98178,166000.0,278277.0,4,Yes
131,1180000885,98178,340500.0,278277.0,4,No
132,1180002735,98178,269000.0,278277.0,4,Yes
133,2976800700,98178,301350.0,278277.0,5,No
134,179000240,98178,290500.0,278277.0,3,No
135,2045400075,98178,415000.0,278277.0,3,No
136,4279900140,98178,251000.0,278277.0,5,Yes
137,7390400069,98178,450000.0,278277.0,3,No
138,3348401382,98178,318000.0,278277.0,5,No
139,3352401090,98178,238950.0,278277.0,3,Yes
140,9368700270,98178,137900.0,278277.0,3,Yes
141,2144800311,98178,315000.0,278277.0,3,No
142,1180002470,98178,354000.0,278277.0,3,No
143,6002400030,98178,324950.0,278277.0,3,No
144,7567600030,98178,750000.0,278277.0,4,No
145,3352402272,98178,230000.0,278277.0,4,Yes
146,4058802255,98178,219950.0,278277.0,3,Yes
147,4058800875,98178,343500.0,278277.0,4,No
148,1180003435,98178,275000.0,278277.0,3,Yes
149,3878900681,98178,272000.0,278277.0,3,Yes
150,4058800135,98178,419000.0,278277.0,3,No
151,393000311,98178,286300.0,278277.0,3,No
152,2172000570,98178,317000.0,278277.0,4,No
153,182000350,98178,287500.0,278277.0,4,No
154,7812801125,98178,222900.0,278277.0,3,Yes
155,1180007375,98178,625000.0,278277.0,3,No
156,7689600360,98178,215000.0,278277.0,3,Yes
157,7192200040,98178,280000.0,278277.0,3,No
158,7657000085,98178,218000.0,278277.0,3,Yes
159,2988800065,98178,281000.0,278277.0,3,No
160,1262700040,98178,363500.0,278277.0,5,No
161,7812800155,98178,170000.0,278277.0,2,No
162,7689600330,98178,207000.0,278277.0,3,Yes
163,4058801325,98178,319950.0,278277.0,5,No
164,3352400905,98178,245000.0,278277.0,3,Yes
165,393000385,98178,255000.0,278277.0,3,Yes
166,393000142,98178,372000.0,278277.0,3,No
167,4058802300,98178,300000.0,278277.0,3,No
168,2976800749,98178,150000.0,278277.0,3,Yes
169,2172000035,98178,190000.0,278277.0,3,Yes
170,1423049029,98178,265000.0,278277.0,3,Yes
171,4058801575,98178,415000.0,278277.0,3,No
172,3348401490,98178,265000.0,278277.0,3,Yes
173,7812800995,98178,200000.0,278277.0,3,Yes
174,4059400515,98178,229950.0,278277.0,3,Yes
175,1180003175,98178,229950.0,278277.0,3,Yes
176,4058800925,98178,452100.0,278277.0,3,No
177,3348401622,98178,223000.0,278277.0,5,Yes
178,4058200040,98178,361000.0,278277.0,3,No
179,2976800145,98178,260000.0,278277.0,3,Yes
180,2976800360,98178,335750.0,278277.0,3,No
181,7129300175,98178,406000.0,278277.0,4,No
182,179001046,98178,229000.0,278277.0,3,Yes
183,5476800201,98178,295000.0,278277.0,4,No
184,1180005280,98178,239950.0,278277.0,4,Yes
185,7812801590,98178,219900.0,278277.0,3,Yes
186,4058800500,98178,416100.0,278277.0,3,No
187,3352400351,98178,200000.0,278277.0,4,Yes
188,7812801850,98178,194000.0,278277.0,3,Yes
189,179001101,98178,135000.0,278277.0,3,Yes
190,7961500010,98178,245000.0,278277.0,3,Yes
191,7961500010,98178,520000.0,278277.0,3,No
192,2172000894,98178,225000.0,278277.0,3,Yes
193,1123049027,98178,157500.0,278277.0,3,Yes
194,9218400050,98178,475000.0,278277.0,4,No
195,3878900525,98178,329000.0,278277.0,3,No
196,3347400525,98178,147000.0,278277.0,3,Yes
197,1180005220,98178,225000.0,278277.0,4,Yes
198,8073000585,98178,840500.0,278277.0,3,No
199,4060000020,98178,299980.0,278277.0,3,No
200,2172000285,98178,254500.0,278277.0,3,Yes
201,7657600005,98178,249950.0,278277.0,4,Yes
202,8073000491,98178,700000.0,278277.0,3,No
203,1180008370,98178,415000.0,278277.0,3,No
204,3878900225,98178,345000.0,278277.0,3,No
205,8068000440,98178,399000.0,278277.0,5,No
206,1223049150,98178,325000.0,278277.0,3,No
207,1180002580,98178,180000.0,278277.0,2,No
208,723059073,98178,329950.0,278277.0,3,No
209,4059400585,98178,218000.0,278277.0,4,Yes
210,4058802335,98178,326000.0,278277.0,3,No
211,2045800006,98178,439000.0,278277.0,5,No
212,2171400199,98178,277554.0,278277.0,3,Yes
213,7689600630,98178,216500.0,278277.0,4,Yes
214,4059400190,98178,225000.0,278277.0,4,Yes
215,8073000480,98178,869000.0,278277.0,3,No
216,7812801700,98178,227000.0,278277.0,3,Yes
217,4060000290,98178,253000.0,278277.0,5,Yes
218,4060000170,98178,255000.0,278277.0,3,Yes
219,1123049126,98178,227000.0,278277.0,3,Yes
220,3352401476,98178,199988.0,278277.0,3,Yes
221,4058801680,98178,300000.0,278277.0,3,No
222,7129300500,98178,315000.0,278277.0,3,No
223,1180005050,98178,463000.0,278277.0,3,No
224,3347401315,98178,220000.0,278277.0,4,Yes
225,1180002745,98178,285000.0,278277.0,3,No
226,3151600035,98178,261590.0,278277.0,3,Yes
227,1423049019,98178,90000.0,278277.0,3,Yes
228,1423049019,98178,220000.0,278277.0,3,Yes
229,7812800855,98178,159100.0,278277.0,3,Yes
230,4058800215,98178,430000.0,278277.0,3,No
231,3810000843,98178,345000.0,278277.0,4,No
232,7812500180,98178,292000.0,278277.0,3,No
233,1180008355,98178,380000.0,278277.0,5,No
234,7812800215,98178,235000.0,278277.0,3,Yes
235,7657000210,98178,280000.0,278277.0,5,No
236,7657000540,98178,165000.0,278277.0,3,Yes
237,7657000540,98178,260000.0,278277.0,3,Yes
238,4058801780,98178,465000.0,278277.0,3,No
239,9282801450,98178,361000.0,278277.0,3,No
240,7689600215,98178,202500.0,278277.0,3,Yes
241,4058800930,98178,385000.0,278277.0,3,No
242,1823059223,98178,291000.0,278277.0,3,No
243,3352400661,98178,135900.0,278277.0,3,Yes
244,2988800011,98178,244000.0,278277.0,3,Yes
245,2144800146,98178,257500.0,278277.0,5,Yes
246,4440400155,98178,190000.0,278277.0,3,Yes
247,7812801785,98178,221347.0,278277.0,3,Yes
248,3352401037,98178,224000.0,278277.0,3,Yes
249,4058200915,98178,324950.0,278277.0,3,No
250,7878400043,98178,185000.0,278277.0,3,Yes
251,9282801030,98178,440000.0,278277.0,3,No
252,3878900464,98178,229500.0,278277.0,3,Yes
253,3379200100,98178,334000.0,278277.0,4,No
254,1180000830,98178,460000.0,278277.0,3,No
255,2172000890,98178,385000.0,278277.0,3,No
256,1123049232,98178,279000.0,278277.0,3,No
257,179001455,98178,445000.0,278277.0,3,No
258,7813500040,98178,335000.0,278277.0,3,No
259,4058800439,98178,664950.0,278277.0,3,No
260,4140940130,98178,450000.0,278277.0,3,No
261,4140940150,98178,572000.0,278277.0,3,No
262,6414100192,98125,538000.0,425000.0,3,No
263,8820901275,98125,571000.0,425000.0,5,No
264,1133000671,98125,315000.0,425000.0,3,Yes
265,3992700335,98125,382500.0,425000.0,3,Yes
266,6414100671,98125,425000.0,425000.0,3,No
267,9423400140,98125,450000.0,425000.0,3,No
268,8820902200,98125,1199000.0,425000.0,3,No
269,6381500700,98125,365000.0,425000.0,3,Yes
270,2826049234,98125,425000.0,425000.0,3,No
271,6798100662,98125,312000.0,425000.0,3,Yes
272,8820903380,98125,452000.0,425000.0,3,No
273,8820903380,98125,730000.0,425000.0,3,No
274,8820901670,98125,971000.0,425000.0,3,No
275,9455200445,98125,601000.0,425000.0,3,No
276,1455100116,98125,397500.0,425000.0,4,Yes
277,1455600030,98125,645000.0,425000.0,3,No
278,2826049282,98125,530000.0,425000.0,3,No
279,6414100560,98125,475000.0,425000.0,3,No
280,9421500070,98125,528000.0,425000.0,3,No
281,5144000036,98125,360000.0,425000.0,3,Yes
282,751000060,98125,353000.0,425000.0,4,Yes
283,4427100030,98125,332500.0,425000.0,3,Yes
284,9455200570,98125,632000.0,425000.0,3,No
285,1453600202,98125,520000.0,425000.0,3,No
286,6370000070,98125,359000.0,425000.0,4,Yes
287,5418200295,98125,549500.0,425000.0,4,No
288,8902500118,98125,326000.0,425000.0,3,Yes
289,6381500505,98125,400000.0,425000.0,3,Yes
290,2126049032,98125,375000.0,425000.0,5,Yes
291,8822901200,98125,430000.0,425000.0,3,No
292,3226049117,98125,387500.0,425000.0,4,Yes
293,4073800140,98125,429000.0,425000.0,3,No
294,6632300478,98125,400000.0,425000.0,4,Yes
295,2239800070,98125,417000.0,425000.0,3,Yes
296,3448000270,98125,398500.0,425000.0,3,Yes
297,2568300132,98125,521000.0,425000.0,5,No
298,6414100111,98125,365000.0,425000.0,3,Yes
299,6798100070,98125,467000.0,425000.0,3,No
300,4427100105,98125,398000.0,425000.0,5,Yes
301,8901000445,98125,390000.0,425000.0,3,Yes
302,8902000267,98125,500000.0,425000.0,3,No
303,9423400193,98125,473000.0,425000.0,3,No
304,6413100270,98125,490000.0,425000.0,3,No
305,5101406441,98125,490000.0,425000.0,3,No
306,3992700036,98125,415000.0,425000.0,3,Yes
307,1454100267,98125,430000.0,425000.0,3,No
308,1455600015,98125,760000.0,425000.0,5,No
309,9324800110,98125,420000.0,425000.0,5,Yes
310,3834000805,98125,350000.0,425000.0,3,Yes
311,6381501636,98125,320000.0,425000.0,4,Yes
312,8901001185,98125,505000.0,425000.0,3,No
313,2826049165,98125,517000.0,425000.0,3,No
314,1454600038,98125,985000.0,425000.0,3,No
315,6381500690,98125,427500.0,425000.0,5,No
316,2926049382,98125,650000.0,425000.0,3,No
317,7663700792,98125,228000.0,425000.0,3,Yes
318,8820902540,98125,425000.0,425000.0,4,No
319,7663700261,98125,395000.0,425000.0,4,Yes
320,5418200245,98125,781000.0,425000.0,3,No
321,1160000115,98125,401000.0,425000.0,3,Yes
322,6161000015,98125,349950.0,425000.0,3,Yes
323,8901500178,98125,700000.0,425000.0,3,No
324,8901001335,98125,637000.0,425000.0,3,No
325,6855700115,98125,357250.0,425000.0,4,Yes
326,1453602309,98125,288000.0,425000.0,3,Yes
327,2026049125,98125,310000.0,425000.0,3,Yes
328,1787600164,98125,310000.0,425000.0,4,Yes
329,2568800121,98125,512500.0,425000.0,4,No
330,3992700265,98125,385100.0,425000.0,4,Yes
331,6413600123,98125,455000.0,425000.0,3,No
332,9259900025,98125,430000.0,425000.0,5,No
333,4077800017,98125,775000.0,425000.0,4,No
334,5101406489,98125,432000.0,425000.0,4,No
335,1133000542,98125,425000.0,425000.0,3,No
336,8902000407,98125,480000.0,425000.0,4,No
337,5101407370,98125,458000.0,425000.0,3,No
338,1787600252,98125,282000.0,425000.0,3,Yes
339,3834500195,98125,527000.0,425000.0,3,No
340,2926049449,98125,384400.0,425000.0,3,Yes
341,5101408593,98125,534950.0,425000.0,3,No
342,8902000068,98125,430000.0,425000.0,3,No
343,1454600266,98125,925000.0,425000.0,3,No
344,1454100056,98125,355000.0,425000.0,5,Yes
345,7663700654,98125,450000.0,425000.0,3,No
346,3226049184,98125,325000.0,425000.0,3,Yes
347,6414100721,98125,407500.0,425000.0,3,Yes
348,6798100652,98125,316750.0,425000.0,3,Yes
349,1133000100,98125,540000.0,425000.0,4,No
350,7663700551,98125,336000.0,425000.0,4,Yes
351,6414100025,98125,538000.0,425000.0,3,No
352,5101407305,98125,319000.0,425000.0,3,Yes
353,8820902905,98125,375000.0,425000.0,3,Yes
354,5272200005,98125,175000.0,425000.0,3,Yes
355,8820900299,98125,419950.0,425000.0,3,Yes
356,6413600275,98125,446000.0,425000.0,5,No
357,3834500417,98125,469950.0,425000.0,3,No
358,3992700130,98125,267000.0,425000.0,3,Yes
359,2926049400,98125,500000.0,425000.0,3,No
360,1787600224,98125,390000.0,425000.0,3,Yes
361,7663700759,98125,368000.0,425000.0,3,Yes
362,6855700080,98125,294950.0,425000.0,3,Yes
363,1837000010,98125,404000.0,425000.0,3,Yes
364,4077800029,98125,630000.0,425000.0,3,No
365,8058500005,98125,290000.0,425000.0,3,Yes
366,4078300050,98125,780000.0,425000.0,5,No
367,6381500635,98125,342000.0,425000.0,3,Yes
368,1787600094,98125,285000.0,425000.0,3,Yes
369,2726049169,98125,625000.0,425000.0,3,No
370,6632300161,98125,422000.0,425000.0,3,Yes
371,2726049071,98125,510000.0,425000.0,3,No
372,2726049071,98125,489950.0,425000.0,3,No
373,1453602360,98125,1000000.0,425000.0,3,No
374,4077800094,98125,675000.0,425000.0,3,No
375,6381500170,98125,235000.0,425000.0,3,Yes
376,6381500170,98125,365000.0,425000.0,3,Yes
377,2926049408,98125,400000.0,425000.0,3,Yes
378,6381502155,98125,300000.0,425000.0,3,Yes
379,8820900670,98125,399950.0,425000.0,4,Yes
380,3935900005,98125,1039000.0,425000.0,5,No
381,6412600005,98125,375000.0,425000.0,3,Yes
382,1566100010,98125,470000.0,425000.0,3,No
383,1133000050,98125,362000.0,425000.0,3,Yes
384,9421500010,98125,442500.0,425000.0,3,No
385,6413600151,98125,460000.0,425000.0,3,No
386,8901000911,98125,425000.0,425000.0,3,No
387,6413100122,98125,369950.0,425000.0,3,Yes
388,7715600050,98125,385000.0,425000.0,4,Yes
389,9259900010,98125,466750.0,425000.0,3,No
390,1454100005,98125,350000.0,425000.0,3,Yes
391,1454100480,98125,378500.0,425000.0,4,Yes
392,4427100095,98125,360000.0,425000.0,3,Yes
393,4354700010,98125,482500.0,425000.0,4,No
394,6868200029,98125,467500.0,425000.0,3,No
395,8901000143,98125,500000.0,425000.0,5,No
396,5101407250,98125,630000.0,425000.0,3,No
397,3992700585,98125,445500.0,425000.0,4,No
398,7156200005,98125,575000.0,425000.0,3,No
399,6632300567,98125,597000.0,425000.0,3,No
400,1133000144,98125,614905.0,425000.0,3,No
401,9324800180,98125,403250.0,425000.0,3,Yes
402,4077800412,98125,563000.0,425000.0,3,No
403,4427100025,98125,270000.0,425000.0,5,Yes
404,2926049221,98125,445800.0,425000.0,3,No
405,4077800026,98125,715000.0,425000.0,5,No
406,9324800450,98125,560000.0,425000.0,3,No
407,6381500065,98125,376500.0,425000.0,5,Yes
408,6413100090,98125,458000.0,425000.0,4,No
409,8820901415,98125,400000.0,425000.0,3,Yes
410,2568300266,98125,659000.0,425000.0,5,No
411,1454100650,98125,942000.0,425000.0,3,No
412,3448000410,98125,354901.0,425000.0,3,Yes
413,5101405465,98125,463000.0,425000.0,4,No
414,5101405331,98125,495000.0,425000.0,3,No
415,2044500142,98125,420000.0,425000.0,3,Yes
416,2126049096,98125,399000.0,425000.0,3,Yes
417,9455200596,98125,357500.0,425000.0,3,Yes
418,9455200205,98125,525000.0,425000.0,3,No
419,3448001285,98125,442500.0,425000.0,5,No
420,3935900093,98125,688000.0,425000.0,3,No
421,2026049067,98125,480000.0,425000.0,4,No
422,5272200040,98125,375000.0,425000.0,4,Yes
423,1453602284,98125,296000.0,425000.0,3,Yes
424,2026049097,98125,431750.0,425000.0,3,No
425,6412100092,98125,362500.0,425000.0,3,Yes
426,2044500201,98125,435000.0,425000.0,4,No
427,9455200790,98125,445000.0,425000.0,4,No
428,6632300230,98125,377500.0,425000.0,3,Yes
429,9324800650,98125,587450.0,425000.0,4,No
430,2744600040,98125,330000.0,425000.0,3,Yes
431,5101405604,98125,350000.0,425000.0,3,Yes
432,5101405604,98125,395000.0,425000.0,3,Yes
433,8822901301,98125,281000.0,425000.0,3,Yes
434,4077800590,98125,635000.0,425000.0,5,No
435,4077800088,98125,699950.0,425000.0,5,No
436,5101405340,98125,460000.0,425000.0,5,No
437,3992700775,98125,410000.0,425000.0,4,Yes
438,8820903080,98125,455000.0,425000.0,3,No
439,9324800455,98125,436000.0,425000.0,3,No
440,7352200100,98125,1360000.0,425000.0,3,No
441,1454600156,98125,860000.0,425000.0,4,No
442,7352200025,98125,1190000.0,425000.0,4,No
443,6415100410,98125,440000.0,425000.0,3,No
444,2826049023,98125,440000.0,425000.0,3,No
445,8820903555,98125,467500.0,425000.0,4,No
446,4077800518,98125,371000.0,425000.0,3,Yes
447,6381500035,98125,385000.0,425000.0,3,Yes
448,6632300040,98125,327000.0,425000.0,3,Yes
449,3834000720,98125,390000.0,425000.0,3,Yes
450,3822200164,98125,423500.0,425000.0,3,Yes
451,2126049154,98125,435000.0,425000.0,3,No
452,2832100910,98125,435000.0,425000.0,3,No
453,1160000300,98125,453000.0,425000.0,3,No
454,1787600165,98125,396500.0,425000.0,3,Yes
455,5101406384,98125,574500.0,425000.0,4,No
456,3834000400,98125,415000.0,425000.0,3,Yes
457,1454100260,98125,357000.0,425000.0,3,Yes
458,2568300045,98125,305000.0,425000.0,2,No
459,2568300045,98125,649950.0,425000.0,2,No
460,5667100045,98125,453500.0,425000.0,5,No
461,8901001090,98125,525000.0,425000.0,3,No
462,6413100311,98125,390000.0,425000.0,5,Yes
463,3822200105,98125,380000.0,425000.0,3,Yes
464,2126049083,98125,324500.0,425000.0,3,Yes
465,4426600125,98125,279000.0,425000.0,3,Yes
466,6868200060,98125,565000.0,425000.0,3,No
467,820000012,98125,401000.0,425000.0,3,Yes
468,2126049277,98125,500000.0,425000.0,3,No
469,7663700783,98125,369500.0,425000.0,4,Yes
470,4073200575,98125,460000.0,425000.0,4,No
471,1133000036,98125,410000.0,425000.0,3,Yes
472,6413600192,98125,325000.0,425000.0,3,Yes
473,7715600070,98125,385000.0,425000.0,3,Yes
474,3226049045,98125,350000.0,425000.0,3,Yes
475,2568800160,98125,433000.0,425000.0,3,No
476,6411600370,98125,475000.0,425000.0,3,No
477,1453602065,98125,442500.0,425000.0,4,No
478,1454600116,98125,740000.0,425000.0,3,No
479,2044500152,98125,455000.0,425000.0,4,No
480,6414100732,98125,349000.0,425000.0,3,Yes
481,7434500127,98125,527000.0,425000.0,3,No
482,5101408599,98125,465000.0,425000.0,3,No
483,8901001290,98125,477000.0,425000.0,3,No
484,3448002180,98125,674000.0,425000.0,3,No
485,3992700070,98125,450000.0,425000.0,3,No
486,2126049290,98125,522500.0,425000.0,3,No
487,4077800376,98125,600000.0,425000.0,3,No
488,8820902400,98125,498000.0,425000.0,3,No
489,1560100135,98125,285000.0,425000.0,3,Yes
490,2826049200,98125,451000.0,425000.0,3,No
491,4375700055,98125,500000.0,425000.0,5,No
492,8901001170,98125,458000.0,425000.0,4,No
493,1453600681,98125,328500.0,425000.0,3,Yes
494,4077800247,98125,429950.0,425000.0,3,No
495,9421500160,98125,495000.0,425000.0,3,No
496,3834000004,98125,350000.0,425000.0,3,Yes
497,4078300024,98125,590000.0,425000.0,3,No
498,2826049117,98125,438750.0,425000.0,4,No
499,3834000520,98125,275000.0,425000.0,3,Yes
500,3992700326,98125,380000.0,425000.0,4,Yes
501,5272200045,98125,378000.0,425000.0,3,Yes
502,3448002267,98125,385000.0,425000.0,4,Yes
503,3822200036,98125,257500.0,425000.0,3,Yes
504,2832100270,98125,306888.0,425000.0,3,Yes
505,3935900030,98125,775000.0,425000.0,3,No
506,1455600045,98125,687500.0,425000.0,4,No
507,3935900350,98125,490000.0,425000.0,5,No
508,5418200340,98125,650000.0,425000.0,4,No
509,3935900232,98125,207000.0,425000.0,2,No
510,3935900232,98125,237000.0,425000.0,2,No
511,2826049070,98125,595000.0,425000.0,3,No
512,2568300210,98125,585000.0,425000.0,4,No
513,1454600256,98125,710000.0,425000.0,3,No
514,7663700772,98125,370000.0,425000.0,4,Yes
515,8820902700,98125,456200.0,425000.0,3,No
516,4078300040,98125,850000.0,425000.0,3,No
517,7663700531,98125,325000.0,425000.0,3,Yes
518,4077800438,98125,518000.0,425000.0,4,No
519,8821900155,98125,335500.0,425000.0,3,Yes
520,7663700968,98125,565000.0,425000.0,3,No
521,6414100482,98125,500000.0,425000.0,3,No
522,9455200329,98125,495000.0,425000.0,3,No
523,6632300477,98125,324950.0,425000.0,3,Yes
524,6414100133,98125,337000.0,425000.0,5,Yes
525,4375700065,98125,315275.0,425000.0,3,Yes
526,2826049106,98125,490000.0,425000.0,3,No
527,2026049183,98125,324950.0,425000.0,3,Yes
528,752000035,98125,699000.0,425000.0,3,No
529,6381500720,98125,395000.0,425000.0,3,Yes
530,2026049124,98125,325000.0,425000.0,3,Yes
531,5408100035,98125,568000.0,425000.0,3,No
532,1453602283,98125,342000.0,425000.0,3,Yes
533,1787600209,98125,432500.0,425000.0,3,No
534,5101406375,98125,580000.0,425000.0,3,No
535,1787600146,98125,427000.0,425000.0,3,No
536,705000120,98125,395000.0,425000.0,4,Yes
537,2826049197,98125,607500.0,425000.0,3,No
538,5272200035,98125,390000.0,425000.0,3,Yes
539,7508700085,98125,386500.0,425000.0,3,Yes
540,8820903370,98125,348000.0,425000.0,3,Yes
541,9324800220,98125,600000.0,425000.0,3,No
542,3448000344,98125,599950.0,425000.0,5,No
543,6798100610,98125,425000.0,425000.0,3,No
544,1133000385,98125,740000.0,425000.0,3,No
545,4077800582,98125,522000.0,425000.0,3,No
546,2726049164,98125,547000.0,425000.0,4,No
547,6413600276,98125,354950.0,425000.0,3,Yes
548,4077800455,98125,570000.0,425000.0,5,No
549,6381500450,98125,380950.0,425000.0,3,Yes
550,4427100145,98125,424000.0,425000.0,3,Yes
551,2826049098,98125,622100.0,425000.0,4,No
552,2926049504,98125,500000.0,425000.0,3,No
553,6370000005,98125,495500.0,425000.0,3,No
554,8822901024,98125,310000.0,425000.0,3,Yes
555,2726049034,98125,2000000.0,425000.0,3,No
556,4177100005,98125,635000.0,425000.0,3,No
557,2926049376,98125,220000.0,425000.0,3,Yes
558,5101408678,98125,457000.0,425000.0,3,No
559,6632300122,98125,364500.0,425000.0,3,Yes
